ID,Artist,Streams
1,Bad Bunny,1348417415
2,Peso Pluma,1223336439
3,Taylor Swift,1190683889
4,The Weeknd,1159901662
5,Drake,1023093434
6,Olivia Rodrigo,876382137
7,Jung Kook,826597456
8,KAROL G,682079895
9,Latto,525675361
10,SZA,486292582
11,Grupo Frontera,475199988
12,Fuerza Regida,454346881
13,Travis Scott,449755883
14,Doja Cat,444343329
15,Feid,440744890
16,Zach Bryan,385502284
17,Young Miko,378037811
18,Arctic Monkeys,373846552
19,Junior H,358575990
20,Carin Leon,317411969
21,Lana Del Rey,312664298
22,Bizarrap,305535020
23,Bruno Mars,305031297
24,Quevedo,299350174
25,V,295878682
26,Billie Eilish,295779194
27,Gabito Ballesteros,276535583
28,Miley Cyrus,271336888
29,Dua Lipa,270323151
30,21 Savage,266667069
31,Arijit Singh,264780528
32,Metro Boomin,256024210
33,Post Malone,255690309
34,Playboi Carti,255644687
35,Myke Towers,249113868
36,Kali Uchis,242037670
37,Central Cee,238835946
38,Selena Gomez,211254332
39,Imagine Dragons,210159970
40,Calle 24,198859729
41,Chino Pacas,198859729
42,Jack Harlow,198029662
43,cassö,197767308
44,RAYE,197767308
45,D-Block Europe,197767308
46,Ice Spice,197219664
47,Milo j,191228759
48,David Guetta,190913286
49,Kacey Musgraves,190640577
50,Harry Styles,190562620
51,Daft Punk,189785865
52,Justin Bieber,184151875
53,Kenya Grace,179286588
54,Dave,178680587
55,J. Cole,177111904
56,The Kid LAROI,176149791
57,Coldplay,169816202
58,Gunna,169706883
59,Maluma,167715802
60,Manuel Turizo,165851617
61,Madonna,162993542
62,Future,161398968
63,Tate McRae,160909398
64,Eslabon Armado,157384482
65,Anirudh Ravichander,156636226
66,OneRepublic,156494419
67,Shakira,154683856
68,Yng Lvcas,153338515
69,Nicki Minaj,152226184
70,Rema,152140757
71,David Kushner,151756109
72,NewJeans,149488085
73,d4vd,149183736
74,Shilpa Rao,148568035
75,Kumaar,148568035
76,Rihanna,146051149
77,Aqua,143730492
78,Tyler,143564462
79,The Creator,143564462
80,Eminem,142109568
81,Mora,141314350
82,Kanye West,138856351
83,Grupo Firme,138017850
84,Swae Lee,137999574
85,Yeat,132825585
86,Bebe Rexha,132781130
87,Alex Favela,119812837
88,Grupo Marca Registrada,119812837
89,Joaquin Medina,119812837
90,Marshmello,117507903
91,Khalid,117375202
92,Jasleen Royal,116212493
93,Harrykahanhai,116212493
94,Jhayco,115846922
95,Bad Gyal,114187150
96,Tokischa,114187150
97,MC Ryan SP,114084262
98,Macklemore & Ryan Lewis,112927051
99,Macklemore,112927051
100,Ryan Lewis,112927051
101,Ray Dalton,112927051
102,Kendrick Lamar,112345881
103,Stephen Sanchez,110698357
104,Em Beihold,110698357
105,Peggy Gou,108182675
106,Wizkid,107871172
107,Kyla,107871172
108,Tom Odell,107417417
109,The Neighbourhood,106481616
110,Chencho Corleone,105760355
111,Jimin,104684582
112,JENNIE,100384485
113,Jay Rock,100376441
114,Morgan Wallen,98996293
115,iñigo quintero,98710161
116,Calvin Harris,97652345
117,Elton John,93034729
118,PNAU,93034729
119,Adele,92425622
120,Ariana Grande,91627111
121,Don Toliver,91491451
122,Dj GBR,89317818
123,Mc IG,89317818
124,MC PH,89317818
125,Mc Davi,89317818
126,Mc Luki,89317818
127,Mc Don Juan,89317818
128,Mc Kadu,89317818
129,TrapLaudo,89317818
130,MC GP,89317818
131,MC GH do 7,89317818
132,Lord Huron,87256093
133,SAIKO,86647360
134,Ed Sheeran,85752880
135,Tainy,85347273
136,FIFTY FIFTY,85170913
137,Lewis Capaldi,84267547
138,Frank Ocean,81967505
139,Sabrina Carpenter,80915010
140,Glass Animals,80267253
141,Vance Joy,79364598
142,Tears For Fears,77471573
143,Hozier,76461486
144,Hotel Ugly,75771788
145,Natanael Cano,75474638
146,Ruth B.,75356238
147,Emilia,74186597
148,Rauw Alejandro,74181626
149,Dwele,74134405
150,Mitski,73096927
151,JVKE,72990061
152,Sam Smith,72886985
153,Kim Petras,72886985
154,Troye Sivan,72230830
155,MC Kevin o Chris,71698242
156,The Police,71573789
157,Cigarettes After Sex,70746258
158,Steve Lacy,69586693
159,Keane,69085985
160,Miguel,68477040
161,Radiohead,68062626
162,Loreen,67166442
163,Tory Lanez,66901005
164,Lily-Rose Depp,65735379
165,Sexyy Red,65723695
166,Bibi Babydoll,65654674
167,Dj Brunin XM,65654674
168,KZA Produções,65654674
169,James Arthur,64510915
170,Creedence Clearwater Revival,64171615
171,Tyla,59620668
172,Jasiel Nuñez,58444680
173,Anne-Marie,58132156
174,Coi Leray,58132156
175,ROSALÍA,57889034
176,LIT killah,56824152
177,Tiago PZK,56824152
178,Maria Becerra,56824152
179,Duki,56824152
180,Rusherking,56824152
181,Big One,56824152
182,FMK,56824152
183,Bellakath,56429674
184,Dani Flow,56429674
185,Luke Combs,56139421
186,PinkPantheress,53489172
187,Ryan Castro,51729485
188,SOG,51729485
189,Fleetwood Mac,50998040
190,Ozuna,50913940
191,New West,49525248
192,Dj Nk Da Serra,46064225
193,Mc Magrinho,46064225
194,Charli XCX,43547377
195,Bryant Myers,43507629
196,Oliver Anthony Music,43271661
197,Ghea Indrawari,43072766
198,S3BZS,41981676
199,Mc Gw,41981676
200,Mc Menor Do Alvorada,41981676
201,TV Girl,41803611
202,Noah Kahan,36510770
203,BENNETT,36360448
204,girl in red,33288402
205,Doechii,32966104
206,One Direction,31699978
207,Luar La L,31249185
208,Chris Brown,31013578
209,AP Dhillon,30769386
210,Luísa Sonza,29077696
211,The War And Treaty,28348774
212,Tropa do Bruxo,27916960
213,DJ Ws da Igrejinha,27916960
214,SMU,27916960
215,Triz,27916960
216,Mc Menor Thalis,27916960
217,SUICIDAL-IDOL,26788090
218,Shubh,26531601
219,Taiu,26320478
220,Laufey,26077925
221,DENNIS,25634017
222,YOVNGCHIMI,25261380
223,Sebastian Yatra,25220956
224,Beéle,25220956
225,Sky Rompiendo,24966085
226,Luan Pereira,24766444
227,Mc Daniel,24766444
228,Ana Castela,24547905
229,Eladio Carrion,24163254
230,Plan B,23743521
231,DJ Snake,21394851
232,juan karlos,21154835
233,Darell,20471985
234,BLACKPINK,20073573
235,League of Legends,19031955
236,Teezo Touchdown,17856788
237,Libianca,17578439
238,TINI,17362445
239,Yahritza Y Su Esencia,16974643
240,Gusttavo Lima,16821680
241,LISA,16396087
242,Felipe Amorim,15908797
243,Yandel,15883166
244,Bomba Estéreo,15817474
245,Young Thug,15697952
246,Anuel AA,15593015
247,Mambo Kingz,15593015
248,DJ Luian,15593015
249,Arcángel,15428944
250,De La Ghetto,15428944
251,Ñengo Flow,15428944
252,PARTYNEXTDOOR,13441437
253,Major Lazer,12835896
254,Lil Yachty,12406355
255,Chief Keef,12400847
256,The Lumineers,10870508
257,Offset,10736180
258,TOMORROW X TOGETHER,9724598
259,Anitta,9724598
260,Cardi B,9630496
261,Megan Thee Stallion,9630496
262,Demi Lovato,9127511
263,"Bobby ""Boris"" Pickett",9103266
264,The Crypt-Kickers,9103266
265,Nadhif Basalamah,8777022
266,Brent Faiyaz,8070143
267,Super Subu,8068191
268,Earth,7955121
269,Wind & Fire,7955121
270,The Goo Goo Dolls,7889518
271,Måneskin,7873324
272,Lil Tecca,7849797
273,Bon Iver,7804790
274,Sierra Ferrell,7798822
275,Manu,7719445
276,Simone Mendes,7719445
277,Grupo Menos É Mais,7715648
278,Matheus Fernandes,7715648
279,Jere Klein,7660616
280,Gittobeatz,7660616
281,Sia,7592354
282,a-ha,7585609
283,The Walters,7494901
